feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,y
-0.4547789134642836,0.018274836503296955,-1.5604887405319332,1.3329154242339063,-1.5851960612719673,-1.011246014315321,1.562253173829384,-0.6849175294507954,-0.7738365693811154,0.21155732788883816,0.006301787225964972
0.7531607393047792,0.17327252876038066,0.2668674266957634,-1.0815162978465387,-0.8207445531625592,0.7093416456419539,1.728263825340785,-0.8690247175066949,-0.19410140286235422,-1.2556244420829359,-8.46894745827035
-0.09762269170157276,-1.5101619070891312,-0.8233548445617503,1.0951735255427435,0.3134863068758195,-1.04641046725831,2.8425499715780815,-0.5878620243368623,0.5894839828560204,-0.0250509728223621,80.28753222023497
0.2446772398488031,-0.753957146900888,-1.5758602768541436,-2.1172611737138682,-0.15192939903476738,0.6804627763160682,0.4313210522559508,1.055396211308584,1.2246790804490426,1.8326576883210406,48.76694104023443
-0.2858974711222402,-0.7418577939717043,1.0789852970244496,1.0588665779209,1.9712960228724377,-0.5348186737408016,-0.4990020751216147,-0.7753291930267382,-1.518958892203762,7.461666692300709e-05,-123.4621248511886
0.9889332078781825,-0.5720067778406875,-1.3835000045244235,-0.6842986486791891,-0.29583872895681723,-0.07826890394685393,2.433344754966671,0.3005560288350199,-0.2571237717673561,0.34638130191913225,53.103470171386824
1.0906671885450387,-1.6793072297053082,0.26399797840841993,-1.1309348574774696,-0.13853205762740692,-0.9496207877441512,0.5531909980456545,-1.5605009103786827,1.0549814832131799,-1.2193245460233355,-183.00427680323872
0.03129603365836159,-0.4773657046377939,-0.7570301058189323,-0.8958512182667621,0.8220706708532997,-0.10160594341195708,0.6960486604524952,0.8461079152914739,0.20078032524646525,0.8906684394844055,45.71456311229913
-0.3351550340973401,0.22064633607826176,0.5703446416212986,1.3736722711557687,1.6994583450426322,1.7340039819877375,0.2616915940934564,-0.46638332827995743,0.5594909053390819,0.565683896800858,147.34094862599463
0.45710459923942004,0.9032379841193598,-1.0416262867498567,0.8181303969886304,-0.7345949463329315,0.8938770857082762,0.44997594235074184,1.5076194843516488,1.182075481047044,-1.3533000016287893,156.7664070385761
-1.54181133678711,-0.4419712483606084,-0.26180947583251657,-1.0672209365179828,-0.5069063447334776,2.271950289312646,0.02053771649410748,-1.1161009373956545,-1.6005768239971059,0.9500473347817433,-160.38500429511478
-0.17148066743115087,-0.1639524395072713,-0.05670116402836767,-0.5237887036908618,-0.27427487958349955,-1.2267822226147378,0.7115327654633924,-1.3260633689880594,2.0388608124946455,-0.6519502733889904,18.803085507972476
0.5362702336836552,0.8434570439524739,0.9064511923501164,-1.9008608480044502,-0.6100355064784105,1.2663807800230344,-1.0248618942315828,-1.580401601083212,1.136685947254479,-0.7587911256205168,-81.05903946341388
-0.47933684754804146,0.1986388580359852,-0.42283466539098113,-0.5551229316546629,-1.669181993795447,-1.9308272437693823,-1.2197432812179914,-1.111357886582133,-2.8812707192739047,-0.5422119387253491,-359.558281829578
-0.02801044451592916,-0.39486531383737666,0.45952109368619865,0.39830199206201133,-1.3898023449435228,-1.4409392278375115,-1.3013049092840168,-0.31981642405213373,0.33935187545597234,-0.6638505084908894,-114.59845531521893
-0.49975011273862324,-0.9395416960261789,0.598806624394288,0.9280998229618769,-0.8431217994758088,-0.255324678078801,0.9341012891323794,-0.5493145290507192,1.69268527344986,-1.991155733514066,31.144021984100107
-0.8654190317758604,-1.2932635136161283,-0.3017613318668904,1.2932882295421635,0.1436934815079185,-0.043068303577832534,-0.429959539087633,-0.7939832889930547,-1.8462258077948155,-2.0867481966065724,-317.52357817241943
-0.4758662901945436,0.8024392596806652,1.3634863658257868,-0.006499269928740052,1.2048265663738715,1.0946508875787344,0.18612901360692666,-0.06598953546174664,-0.8058128190284072,-0.9265123869045948,43.276884262001616
-0.29762551459329695,-0.5025116592518227,0.914780667303462,-0.9986429648563965,1.8940480152294283,-1.4555226788748794,-0.7137978691439608,0.38678308857192406,-0.9199861227825386,-0.4463895674932273,-131.47084862392853
-0.1903916099774451,-1.410307723636148,0.2582324147858167,-0.7521195321289347,-0.43032767177270187,0.8217964160222847,-0.2820465664510197,-0.7009181019073901,-1.0924483062805024,0.4000293533877295,-193.60657805649066
1.1648760294657365,-0.5116403363336286,-0.566365195582135,-0.5886816747257778,-0.40181618253045653,2.2446206058290006,0.5366281367049619,-2.754048103650247,0.0750155926143909,-1.379140812997847,-228.6890826436311
-1.403374647911141,-0.46562858048618033,-0.2647215259373177,-1.4089286968548043,0.21726386791748267,-0.7721225617287452,0.2906197261350216,0.16592078253896242,2.32775574487147,0.14390811127840034,67.1188107904273
-0.003248358990533107,0.22170147988711766,-0.14332643289535626,1.2371775278212478,0.31988218241418787,-1.4889501796283358,2.2465443245381755,2.1917067015779836,-1.1083703296232028,-0.008290906253421985,237.61087974066018
-0.8961126223091296,0.8146831150864945,0.05981507253739669,0.431392999057365,0.807162600993798,-0.23027548441376136,-1.0882745200265396,0.5488522620939301,0.649207579751938,-0.40531778487375475,42.58046195241864
-0.6217334833352048,-0.258923186107975,-0.8617595573259215,-0.8524089264204843,0.1634279333297627,-0.13279591730226856,0.9303554213455362,1.3319454378941205,-0.02850834511346806,0.3541022305045827,60.11629073334021
-0.8252822635708189,0.2633864612203051,-1.0728425352971533,0.5752442472949764,-2.0695888895508543,2.239451237646009,-0.9415734492866679,1.0409269015327751,0.4295479596477423,-0.9649925968716317,-21.610106584636355
1.983242374328261,1.8018041954281188,0.21896443271111127,0.7297747726260568,0.09787593552726401,-0.7358484747206987,-0.3879030787751987,0.5782859079741067,0.1837046960750588,0.6074800221347668,185.56526230940216
0.42123805991367896,0.5636891077659596,-0.49975364757791085,0.39330680542749796,0.9327926996193483,0.17873271821468092,-0.3161055965928895,0.44814061757802764,-0.9772618571563804,-1.22261526210865,-77.78222165887028
0.39238322506263507,0.5021248180441683,0.7139440630945638,1.042747856754003,1.0240404755716124,-0.7021328014821843,-0.13817790264360255,0.7231518689280804,0.16979235917153798,-0.13954268051398763,125.60870724528269
-0.23273938181159703,0.9251908202474265,0.3848954961300772,-0.9003571429377178,-0.5317089846900123,1.8781454728049374,-0.7785239968085442,0.271533554254189,-1.1916412422850557,-0.6024501265322016,-68.27592447389817
-1.2447540135603412,2.752317999908408,-0.32252201022822247,-0.637971871131196,0.558109115407451,-0.29066510058172595,-0.028004242983934575,-1.3705250471326245,-1.36326364292766,0.24608568533311856,-1.0708427589491976
1.0923689564328085,-1.5148058811339453,-1.2465246110444832,-0.15350554275053693,0.24646976576074348,0.10819266083887835,0.962810375094689,1.6618241428819889,1.8003497937288322,-0.1511858463572372,85.14418444185429
-0.049555483218992856,-1.733437463683113,0.6935803524080139,0.2542134252438612,0.23011313272555453,0.7983543211943401,0.4601570705863206,0.5305564585805143,0.08464767917187621,-1.5453576239104798,-71.22576491731272
